route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"100127","WEEKDAY","21649829","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273706","11235028"
"100127","WEEKDAY","21649831","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273706","20235029"
"100127","WEEKDAY","21649710","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273707","20235029"
"100127","WEEKDAY","21649718","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273707","20235029"
"100127","WEEKDAY","21649732","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273707","11235028"
"100127","WEEKDAY","21649740","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273707","11235028"
"100127","WEEKDAY","21649747","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273707","11235028"
"100127","WEEKDAY","21649761","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273707","20235029"
"100126","WEEKDAY","21649774","KENMORE, KIRKLAND","LOCAL",0,"3273707","11234079"
"100126","WEEKDAY","21649776","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273707","20234080"
"100126","WEEKDAY","21649792","KENMORE, KIRKLAND","LOCAL",0,"3273707","11234079"
"100126","WEEKDAY","21649793","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273707","20234080"
"100126","WEEKDAY","21649804","KENMORE, KIRKLAND","LOCAL",0,"3273707","11234079"
"100126","WEEKDAY","21649805","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273707","20234080"
"100127","WEEKDAY","21649724","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273708","20235029"
"100127","WEEKDAY","21649748","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273708","11235028"
"100127","WEEKDAY","21649759","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273708","20235029"
"100126","WEEKDAY","21649813","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273708","20234080"
"100126","WEEKDAY","21649819","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273708","20234080"
"100126","WEEKDAY","21649820","KENMORE, KIRKLAND","LOCAL",0,"3273708","11234079"
"100127","WEEKDAY","21649825","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273708","11235028"
"100127","WEEKDAY","21649833","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273708","20235029"
"100127","WEEKDAY","21649835","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273708","11235028"
"100127","WEEKDAY","21649708","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273709","20235029"
"100127","WEEKDAY","21649715","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273709","20235029"
"100127","WEEKDAY","21649729","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273709","11235028"
"100127","WEEKDAY","21649737","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273709","11235028"
"100127","WEEKDAY","21649753","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273709","11235028"
"100127","WEEKDAY","21649756","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273709","20235029"
"100126","WEEKDAY","21649777","KENMORE, KIRKLAND","LOCAL",0,"3273709","11234079"
"100126","WEEKDAY","21649778","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273709","20234080"
"100126","WEEKDAY","21649796","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273709","20234080"
"100126","WEEKDAY","21649806","KENMORE, KIRKLAND","LOCAL",0,"3273709","11234079"
"100126","WEEKDAY","21649807","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273709","20234080"
"100126","WEEKDAY","21649814","KENMORE, KIRKLAND","LOCAL",0,"3273709","11234079"
"100126","WEEKDAY","21649815","KENMORE, KIRKLAND","LOCAL",0,"3273709","11234079"
"100127","WEEKDAY","21649704","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273710","20235029"
"100127","WEEKDAY","21649709","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273710","20235029"
"100127","WEEKDAY","21649717","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273710","20235029"
"100127","WEEKDAY","21649723","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273710","20235029"
"100127","WEEKDAY","21649731","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273710","11235028"
"100127","WEEKDAY","21649739","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273710","11235028"
"100127","WEEKDAY","21649746","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273710","11235028"
"100126","WEEKDAY","21649763","KENMORE, KIRKLAND","LOCAL",0,"3273710","11234079"
"100126","WEEKDAY","21649764","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273710","20234080"
"100126","WEEKDAY","21649773","KENMORE, KIRKLAND","LOCAL",0,"3273710","11234079"
"100126","WEEKDAY","21649781","KENMORE, KIRKLAND","LOCAL",0,"3273710","11234079"
"100126","WEEKDAY","21649782","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273710","20234080"
"100126","WEEKDAY","21649798","KENMORE, KIRKLAND","LOCAL",0,"3273710","11234079"
"100126","WEEKDAY","21649799","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273710","20234080"
"100127","WEEKDAY","21649711","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273711","20235029"
"100127","WEEKDAY","21649719","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273711","20235029"
"100127","WEEKDAY","21649725","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273711","11235028"
"100127","WEEKDAY","21649733","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273711","11235028"
"100127","WEEKDAY","21649741","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273711","11235028"
"100127","WEEKDAY","21649749","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273711","11235028"
"100127","WEEKDAY","21649762","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273711","20235029"
"100126","WEEKDAY","21649767","KENMORE, KIRKLAND","LOCAL",0,"3273711","11234079"
"100126","WEEKDAY","21649768","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273711","20234080"
"100126","WEEKDAY","21649785","KENMORE, KIRKLAND","LOCAL",0,"3273711","11234079"
"100126","WEEKDAY","21649787","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273711","20234080"
"100126","WEEKDAY","21649809","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273711","20234080"
"100126","WEEKDAY","21649811","KENMORE, KIRKLAND","LOCAL",0,"3273711","11234079"
"100127","WEEKDAY","21649705","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273712","20235029"
"100127","WEEKDAY","21649712","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273712","20235029"
"100127","WEEKDAY","21649720","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273712","20235029"
"100127","WEEKDAY","21649726","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273712","11235028"
"100127","WEEKDAY","21649734","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273712","11235028"
"100127","WEEKDAY","21649742","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273712","11235028"
"100127","WEEKDAY","21649750","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273712","11235028"
"100126","WEEKDAY","21649772","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273712","20234080"
"100126","WEEKDAY","21649779","KENMORE, KIRKLAND","LOCAL",0,"3273712","11234079"
"100126","WEEKDAY","21649780","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273712","20234080"
"100126","WEEKDAY","21649795","KENMORE, KIRKLAND","LOCAL",0,"3273712","11234079"
"100126","WEEKDAY","21649797","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273712","20234080"
"100126","WEEKDAY","21649808","KENMORE, KIRKLAND","LOCAL",0,"3273712","11234079"
"100127","WEEKDAY","21649823","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273712","11235028"
"100127","WEEKDAY","21649826","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273712","20235029"
"100127","WEEKDAY","21649702","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273713","11235028"
"100127","WEEKDAY","21649707","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20235029"
"100127","WEEKDAY","21649714","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20235029"
"100127","WEEKDAY","21649728","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273713","11235028"
"100127","WEEKDAY","21649736","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273713","11235028"
"100127","WEEKDAY","21649744","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273713","11235028"
"100127","WEEKDAY","21649752","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20235029"
"100127","WEEKDAY","21649754","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20235029"
"100126","WEEKDAY","21649765","KENMORE, KIRKLAND","LOCAL",0,"3273713","11234079"
"100126","WEEKDAY","21649766","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20234080"
"100126","WEEKDAY","21649786","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20234080"
"100126","WEEKDAY","21649794","KENMORE, KIRKLAND","LOCAL",0,"3273713","11234079"
"100126","WEEKDAY","21649800","KENMORE, KIRKLAND","LOCAL",0,"3273713","11234079"
"100126","WEEKDAY","21649812","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20234080"
"100126","WEEKDAY","21649817","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20234080"
"100127","WEEKDAY","21649822","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273713","11235028"
"100127","WEEKDAY","21649827","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20235029"
"100127","WEEKDAY","21649828","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273713","11235028"
"100127","WEEKDAY","21649830","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273713","20235029"
"100127","WEEKDAY","21649832","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273713","11235028"
"100126","WEEKDAY","21649834","KENMORE, KIRKLAND","LOCAL",0,"3273713","11234079"
"102554","WEEKDAY","21649970","EASTGATE P&R, FACTORIA","LOCAL",1,"3273714","20241003"
"100113","WEEKDAY","21649973","EDUCATION HILL","LOCAL",1,"3273714","10221078"
"102554","WEEKDAY","21650110","BELLEVUE TC, FACTORIA","LOCAL",0,"3273714","11241001"
"102554","WEEKDAY","21650114","BELLEVUE TC, FACTORIA","LOCAL",0,"3273714","11241001"
"102554","WEEKDAY","21650118","BELLEVUE TC, FACTORIA","LOCAL",0,"3273714","11241001"
"102554","WEEKDAY","21650122","EASTGATE P&R, FACTORIA","LOCAL",1,"3273714","20241003"
"102554","WEEKDAY","21650135","BELLEVUE TC, FACTORIA","LOCAL",0,"3273714","11241001"
"102554","WEEKDAY","21650136","BELLEVUE TC, FACTORIA","LOCAL",0,"3273714","11241001"
"102554","WEEKDAY","21650145","BELLEVUE TC, FACTORIA","LOCAL",0,"3273714","11241001"
"102552","WEEKDAY","21650156","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273714","40226429"
"102552","WEEKDAY","21650159","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273714","40226429"
"102552","WEEKDAY","21650162","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273714","40226429"
"102552","WEEKDAY","21650165","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273714","40226429"
"102552","WEEKDAY","21650168","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273714","40226429"
"102552","WEEKDAY","21650171","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273714","31226432"
"102552","WEEKDAY","21650190","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273714","31226432"
"102554","WEEKDAY","21650197","EASTGATE P&R, FACTORIA","LOCAL",1,"3273714","20241003"
"102552","WEEKDAY","21650206","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273714","31226433"
"102552","WEEKDAY","21650369","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273714","40226429"
"102554","WEEKDAY","21649975","BELLEVUE TC, FACTORIA","LOCAL",0,"3273715","11241001"
"102554","WEEKDAY","21650019","BELLEVUE TC, FACTORIA","LOCAL",0,"3273715","11241001"
"102554","WEEKDAY","21650124","EASTGATE P&R, FACTORIA","LOCAL",1,"3273715","20241003"
"102554","WEEKDAY","21650127","EASTGATE P&R, FACTORIA","LOCAL",1,"3273715","20241003"
"102554","WEEKDAY","21650131","EASTGATE P&R, FACTORIA","LOCAL",1,"3273715","20241003"
"102554","WEEKDAY","21650140","EASTGATE P&R, FACTORIA","LOCAL",1,"3273715","20241003"
"102554","WEEKDAY","21650141","EASTGATE P&R, FACTORIA","LOCAL",1,"3273715","20241003"
"102554","WEEKDAY","21650144","BELLEVUE TC, FACTORIA","LOCAL",0,"3273715","11241001"
"102552","WEEKDAY","21650149","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273715","40226429"
"102552","WEEKDAY","21650153","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273715","40226429"
"102552","WEEKDAY","21650175","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273715","31226432"
"102552","WEEKDAY","21650178","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273715","31226432"
"102552","WEEKDAY","21650181","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273715","31226432"
"102552","WEEKDAY","21650184","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273715","31226432"
"102552","WEEKDAY","21650187","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273715","31226432"
"102552","WEEKDAY","21650204","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273715","40226429"
"102552","WEEKDAY","21650208","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273715","31226432"
"102554","WEEKDAY","21650371","EASTGATE P&R, FACTORIA","LOCAL",1,"3273715","20241004"
"102554","WEEKDAY","21650020","BELLEVUE TC, FACTORIA","LOCAL",0,"3273716","11241001"
"102554","WEEKDAY","21650108","BELLEVUE TC, FACTORIA","LOCAL",0,"3273716","11241001"
"102552","WEEKDAY","21650205","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273716","40226429"
"102552","WEEKDAY","21650804","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273716","40226430"
"100162","WEEKDAY","21650550","UNIVERSITY DISTRICT","LOCAL",1,"3273717","30271144"
"100162","WEEKDAY","21650551","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273717","30271132"
"100162","WEEKDAY","21650557","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273717","30271132"
"100162","WEEKDAY","21650575","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273717","30271130"
"100162","WEEKDAY","21650615","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273717","30271132"
"100162","WEEKDAY","21650625","ISSAQUAH TC, BELLEVUE","LOCAL",0,"3273717","41271122"
"100162","WEEKDAY","21650639","ISSAQUAH, BELLEVUE","LOCAL",0,"3273717","41271121"
"100162","WEEKDAY","21650656","EASTGATE, BELLEVUE","LOCAL",0,"3273717","41271126"
"100162","WEEKDAY","21650666","EASTGATE P&R, BELLEVUE","LOCAL",0,"3273717","41271127"
"100162","WEEKDAY","21650685","EASTGATE, BELLEVUE","LOCAL",0,"3273717","41271126"
"100091","WEEKDAY","21649485","N ISSAQUAH","LOCAL",1,"3273718","10200022"
"100091","WEEKDAY","21649505","DOWNTOWN ISSAQUAH","LOCAL",0,"3273718","21200023"
"100091","WEEKDAY","21649509","DOWNTOWN ISSAQUAH","LOCAL",0,"3273718","21200023"
"100091","WEEKDAY","23382897","N ISSAQUAH","LOCAL",1,"3273718","10200022"
"100091","WEEKDAY","23382899","N ISSAQUAH","LOCAL",1,"3273718","10200022"
"100091","WEEKDAY","23382920","DOWNTOWN ISSAQUAH","LOCAL",0,"3273718","21200023"
"100124","WEEKDAY","21649547","BELLEVUE, REDMOND","LOCAL",1,"3273719","30232098"
"100124","WEEKDAY","21649555","REDMOND","LOCAL",0,"3273719","41232105"
"100113","WEEKDAY","21649952","REDMOND TC","LOCAL",1,"3273719","10221080"
"100113","WEEKDAY","21649960","EDUCATION HILL","LOCAL",1,"3273719","10221077"
"100113","WEEKDAY","21649966","EDUCATION HILL","LOCAL",1,"3273719","10221077"
"100113","WEEKDAY","21649971","EASTGATE P&R","LOCAL",0,"3273719","21221084"
"100113","WEEKDAY","21649981","EASTGATE P&R","LOCAL",0,"3273719","21221084"
"100113","WEEKDAY","21649991","EDUCATION HILL","LOCAL",0,"3273719","21221082"
"100113","WEEKDAY","21649995","EDUCATION HILL","LOCAL",0,"3273719","21221082"
"100113","WEEKDAY","21650000","EDUCATION HILL","LOCAL",1,"3273719","10221077"
"100113","WEEKDAY","21650017","EASTGATE P&R","LOCAL",0,"3273719","21221084"
"100113","WEEKDAY","21650370","EDUCATION HILL","LOCAL",1,"3273719","10221078"
"100162","WEEKDAY","21650556","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273720","30271132"
"100162","WEEKDAY","21650560","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273720","30271130"
"100162","WEEKDAY","21650570","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273720","30271130"
"100162","WEEKDAY","21650577","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273720","30271130"
"100162","WEEKDAY","21650620","ISSAQUAH TC, BELLEVUE","LOCAL",0,"3273720","41271122"
"100162","WEEKDAY","21650667","ISSAQUAH TC, BELLEVUE","LOCAL",0,"3273720","41271122"
"100162","WEEKDAY","21650675","EASTGATE P&R, BELLEVUE","LOCAL",0,"3273720","41271128"
"100162","WEEKDAY","21650680","EASTGATE P&R, BELLEVUE","LOCAL",0,"3273720","41271127"
"100096","WEEKDAY","21649525","MERCER ISLAND","EXPRESS",0,"3273721","21205021"
"100141","WEEKDAY","21650426","OVERLAKE TC, VIA SR-520","LOCAL",0,"3273721","41250343"
"100124","WEEKDAY","21649565","BELLEVUE, REDMOND","LOCAL",1,"3273722","30232098"
"100124","WEEKDAY","21649589","REDMOND","LOCAL",0,"3273722","41232105"
"100113","WEEKDAY","21649953","REDMOND TC","LOCAL",1,"3273722","10221080"
"100113","WEEKDAY","21649956","EDUCATION HILL","LOCAL",1,"3273722","10221077"
"100113","WEEKDAY","21649961","EDUCATION HILL","LOCAL",1,"3273722","10221077"
"100113","WEEKDAY","21649972","EASTGATE P&R","LOCAL",0,"3273722","21221084"
"100113","WEEKDAY","21649982","EASTGATE P&R","LOCAL",0,"3273722","21221084"
"100113","WEEKDAY","21649992","EDUCATION HILL","LOCAL",0,"3273722","21221082"
"100113","WEEKDAY","21649997","EDUCATION HILL","LOCAL",0,"3273722","21221082"
"100113","WEEKDAY","21650001","EDUCATION HILL","LOCAL",1,"3273722","10221077"
"100113","WEEKDAY","21650004","EASTGATE P&R","LOCAL",0,"3273722","21221084"
"102552","WEEKDAY","21650209","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273722","31226432"
"102554","WEEKDAY","21650212","EASTGATE P&R, FACTORIA","LOCAL",1,"3273722","20241003"
"100162","WEEKDAY","21650419","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273722","30271135"
"100100","WEEKDAY","21649446","NORTH BEND","LOCAL",0,"3273723","41209010"
"100100","WEEKDAY","21649447","NORTH BEND","LOCAL",0,"3273723","41209010"
"100100","WEEKDAY","21649455","ISSAQUAH","LOCAL",1,"3273723","30209011"
"100100","WEEKDAY","21649464","NORTH BEND","LOCAL",0,"3273723","41209010"
"100100","WEEKDAY","21844818","ISSAQUAH","LOCAL",1,"3273723","30209011"
"100162","WEEKDAY","21650609","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273724","30271132"
"100139","WEEKDAY","21649424","OVERLAKE TC, S KIRKLAND P&R","LOCAL",0,"3273725","41249116"
"100139","WEEKDAY","21649426","S BELLEVUE P&R, S KIRKLAND P&R","LOCAL",1,"3273725","30249117"
"100139","WEEKDAY","21649431","S BELLEVUE P&R, S KIRKLAND P&R","LOCAL",1,"3273725","30249117"
"100139","WEEKDAY","21649433","S BELLEVUE P&R, S KIRKLAND P&R","LOCAL",1,"3273725","30249118"
"100139","WEEKDAY","21649576","S BELLEVUE P&R, S KIRKLAND P&R","LOCAL",1,"3273725","30249117"
"100139","WEEKDAY","21649584","OVERLAKE TC, S KIRKLAND P&R","LOCAL",0,"3273725","41249116"
"100139","WEEKDAY","21649696","OVERLAKE TC, S KIRKLAND P&R","LOCAL",0,"3273725","41249116"
"100139","WEEKDAY","21649842","OVERLAKE TC, S KIRKLAND P&R","LOCAL",0,"3273725","41249116"
"100139","WEEKDAY","21649844","OVERLAKE TC, S KIRKLAND P&R","LOCAL",0,"3273725","41249116"
"100139","WEEKDAY","21649850","S BELLEVUE P&R, S KIRKLAND P&R","LOCAL",1,"3273725","30249117"
"100156","WEEKDAY","21650360","FIRST HILL, DOWNTOWN SEATTLE","LOCAL",1,"3273725","30265030"
"100160","WEEKDAY","21649423","ISSAQUAH TC","LOCAL",1,"3273726","20269045"
"100160","WEEKDAY","21649466","OVERLAKE","LOCAL",0,"3273726","11269050"
"100162","WEEKDAY","21650555","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273727","30271132"
"100162","WEEKDAY","21650569","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273727","30271130"
"100162","WEEKDAY","21650595","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273727","30271130"
"100162","WEEKDAY","21650610","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273727","30271132"
"100162","WEEKDAY","21650619","ISSAQUAH TC, BELLEVUE","LOCAL",0,"3273727","41271122"
"100162","WEEKDAY","21650631","EASTGATE P&R, BELLEVUE","LOCAL",0,"3273727","41271127"
"100162","WEEKDAY","21650653","ISSAQUAH TC, BELLEVUE","LOCAL",0,"3273727","41271122"
"100162","WEEKDAY","21650684","EASTGATE P&R, BELLEVUE","LOCAL",0,"3273727","41271127"
"100162","WEEKDAY","21650564","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273728","30271132"
"100162","WEEKDAY","21650573","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273728","30271130"
"100162","WEEKDAY","21650593","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273728","30271132"
"100162","WEEKDAY","21650596","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273728","30271132"
"100162","WEEKDAY","21650604","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273728","30271132"
"100162","WEEKDAY","21650623","ISSAQUAH TC, BELLEVUE","LOCAL",0,"3273728","41271122"
"100162","WEEKDAY","21650640","ISSAQUAH, BELLEVUE","LOCAL",0,"3273728","41271121"
"100162","WEEKDAY","21650650","EASTGATE P&R, BELLEVUE","LOCAL",0,"3273728","41271127"
"100162","WEEKDAY","21650663","EASTGATE P&R, BELLEVUE","LOCAL",0,"3273728","41271127"
"100162","WEEKDAY","21650671","EASTGATE, BELLEVUE","LOCAL",0,"3273728","41271126"
"100113","WEEKDAY","21649950","REDMOND TC","LOCAL",1,"3273729","10221080"
"100113","WEEKDAY","21649955","REDMOND TC","LOCAL",1,"3273729","10221080"
"100113","WEEKDAY","21649962","EDUCATION HILL","LOCAL",0,"3273729","21221082"
"100113","WEEKDAY","21649964","EASTGATE P&R","LOCAL",0,"3273729","21221084"
"100113","WEEKDAY","21649967","EASTGATE P&R","LOCAL",0,"3273729","21221084"
"102554","WEEKDAY","21649977","BELLEVUE TC, FACTORIA","LOCAL",0,"3273729","11241001"
"100113","WEEKDAY","21649983","EDUCATION HILL","LOCAL",1,"3273729","10221077"
"100113","WEEKDAY","21649998","EDUCATION HILL","LOCAL",1,"3273729","10221077"
"100113","WEEKDAY","21650003","EDUCATION HILL","LOCAL",1,"3273729","10221077"
"100113","WEEKDAY","21650015","EDUCATION HILL","LOCAL",0,"3273729","21221082"
"102552","WEEKDAY","21650148","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273729","40226429"
"102552","WEEKDAY","21650211","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273729","40226429"
"100113","WEEKDAY","21842036","EASTGATE P&R","LOCAL",0,"3273729","21221085"
"102554","WEEKDAY","21649976","EASTGATE P&R, FACTORIA","LOCAL",1,"3273730","20241003"
"102554","WEEKDAY","21650018","EASTGATE P&R, FACTORIA","LOCAL",1,"3273730","20241003"
"102552","WEEKDAY","21650021","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273730","40226431"
"102554","WEEKDAY","21650109","BELLEVUE TC, FACTORIA","LOCAL",0,"3273730","11241001"
"102554","WEEKDAY","21650113","BELLEVUE TC, FACTORIA","LOCAL",0,"3273730","11241001"
"102554","WEEKDAY","21650116","BELLEVUE TC, FACTORIA","LOCAL",0,"3273730","11241001"
"102554","WEEKDAY","21650117","BELLEVUE TC, FACTORIA","LOCAL",0,"3273730","11241001"
"102554","WEEKDAY","21650134","BELLEVUE TC, FACTORIA","LOCAL",0,"3273730","11241001"
"102552","WEEKDAY","21650150","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273730","40226429"
"102552","WEEKDAY","21650158","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273730","40226429"
"102552","WEEKDAY","21650161","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273730","40226429"
"102552","WEEKDAY","21650164","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273730","40226429"
"102552","WEEKDAY","21650167","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273730","40226429"
"102552","WEEKDAY","21650170","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273730","31226432"
"102552","WEEKDAY","21650189","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273730","31226432"
"102554","WEEKDAY","21650194","BELLEVUE TC, FACTORIA","LOCAL",0,"3273730","11241001"
"102554","WEEKDAY","21650196","EASTGATE P&R, FACTORIA","LOCAL",1,"3273730","20241003"
"102552","WEEKDAY","21650200","BELLEVUE TC, CROSSROADS","LOCAL",0,"3273730","31226432"
"102552","WEEKDAY","21650201","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273730","40226429"
"102554","WEEKDAY","21650210","BELLEVUE TC, FACTORIA","LOCAL",0,"3273730","11241001"
"102552","WEEKDAY","21650372","EASTGATE P&R, CROSSROADS","LOCAL",1,"3273730","40226429"
"100162","WEEKDAY","21650418","UNIVERSITY DISTRICT, BELLEVUE","LOCAL",1,"3273730","30271132"
"100162","WEEKDAY","21845758","EASTGATE P&R, BELLEVUE","LOCAL",0,"3273730","41271127"
"100127","WEEKDAY","21649706","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273731","20235029"
"100127","WEEKDAY","21649713","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273731","20235029"
"100127","WEEKDAY","21649721","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273731","20235029"
"100127","WEEKDAY","21649727","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273731","11235028"
"100127","WEEKDAY","21649735","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273731","11235028"
"100127","WEEKDAY","21649743","TOTEM LAKE, KIRKLAND","LOCAL",0,"3273731","11235028"
"100126","WEEKDAY","21649771","KENMORE, KIRKLAND","LOCAL",0,"3273731","11234079"
"100126","WEEKDAY","21649775","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273731","20234080"
"100126","WEEKDAY","21649790","KENMORE, KIRKLAND","LOCAL",0,"3273731","11234079"
"100126","WEEKDAY","21649791","BELLEVUE TC, KIRKLAND","LOCAL",1,"3273731","20234080"
